cycle,road9_5,road9_4,road9_3,road9_2,road9_1,road8_3,road8_2,road8_1,road7_7,road7_6,road7_5,road7_4,road7_3,road7_2,road7_1,road76_2,road76_1,road75_5,road75_4,road75_3,road75_2,road75_1,road74_4,road74_3,road74_2,road74_1,road73_2,road73_1,road72_5,road72_4,road72_3,road72_2,road72_1,road71_2,road71_1,road70_5,road70_4,road70_3,road70_2,road70_1,road6_3,road6_2,road6_1,road69_2,road69_1,road68_4,road68_3,road68_2,road68_1,road67_2,road67_1,road66_5,road66_4,road66_3,road66_2,road66_1,road65_2,road65_1,road64_4,road64_3,road64_2,road64_1,road63_4,road63_3,road63_2,road63_1,road62_4,road62_3,road62_2,road62_1,road61_4,road61_3,road61_2,road61_1,road60_8,road60_7,road60_6,road60_5,road60_4,road60_3,road60_2,road60_1,road5_9,road5_8,road5_7,road5_6,road5_5,road5_4,road5_3,road5_2,road5_1,road59_4,road59_3,road59_2,road59_1,road58_3,road58_2,road58_1,road57_4,road57_3,road57_2,road57_1,road56_8,road56_7,road56_6,road56_5,road56_4,road56_3,road56_2,road56_1,road55_3,road55_2,road55_1,road54_4,road54_3,road54_2,road54_1,road53_3,road53_2,road53_1,road52_2,road52_1,road51_4,road51_3,road51_2,road51_1,road50_3,road50_2,road50_1,road4_7,road4_6,road4_5,road4_4,road4_3,road4_2,road4_1,road49_2,road49_1,road48_4,road48_3,road48_2,road48_1,road47_4,road47_3,road47_2,road47_1,road46_2,road46_1,road45_4,road45_3,road45_2,road45_1,road44_5,road44_4,road44_3,road44_2,road44_1,road43_4,road43_3,road43_2,road43_1,road42_2,road42_1,road41_5,road41_4,road41_3,road41_2,road41_1,road40_4,road40_3,road40_2,road40_1,road3_9,road3_8,road3_7,road3_6,road3_5,road3_4,road3_3,road3_2,road3_10,road3_1,road39_4,road39_3,road39_2,road39_1,road38_7,road38_6,road38_5,road38_4,road38_3,road38_2,road38_1,road37_7,road37_6,road37_5,road37_4,road37_3,road37_2,road37_1,road36_4,road36_3,road36_2,road36_1,road35_7,road35_6,road35_5,road35_4,road35_3,road35_2,road35_1,road34_4,road34_3,road34_2,road34_1,road33_4,road33_3,road33_2,road33_1,road32_5,road32_4,road32_3,road32_2,road32_1,road31_5,road31_4,road31_3,road31_2,road31_1,road30_4,road30_3,road30_2,road30_1,road2_9,road2_8,road2_7,road2_6,road2_5,road2_4,road2_3,road2_2,road2_1,road29_4,road29_3,road29_2,road29_1,road28_4,road28_3,road28_2,road28_1,road27_5,road27_4,road27_3,road27_2,road27_1,road26_2,road26_1,road25_2,road25_1,road24_5,road24_4,road24_3,road24_2,road24_1,road23_3,road23_2,road23_1,road22_4,road22_3,road22_2,road22_1,road21_5,road21_4,road21_3,road21_2,road21_1,road20_3,road20_2,road20_1,road1_9,road1_8,road1_7,road1_6,road1_5,road1_4,road1_3,road1_2,road1_10,road1_1,road19_4,road19_3,road19_2,road19_1,road18_4,road18_3,road18_2,road18_1,road17_3,road17_2,road17_1,road16_4,road16_3,road16_2,road16_1,road15_5,road15_4,road15_3,road15_2,road15_1,road14_7,road14_6,road14_5,road14_4,road14_3,road14_2,road14_1,road13_3,road13_2,road13_1,road12_5,road12_4,road12_3,road12_2,road12_1,road11_5,road11_4,road11_3,road11_2,road11_1,road10_5,road10_4,road10_3,road10_2,road10_1,
cycle140,2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,2,3,3,1,3,1,2,0,0,0,0,1,1,4,4,1,1,4,0,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,2,2,0,0,3,2,2,2,0,0,5,2,2,2,2,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,1,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,0,1,3,3,4,3,1,0,3,3,4,2,1,0,7,2,2,1,0,2,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,1,0,1,4,3,1,0,0,0,1,2,2,0,0,0,0,3,3,2,0,1,2,3,0,1,0,2,1,0,0,1,0,0,0,5,3,3,0,5,1,0,0,0,0,0,0,2,4,2,0,0,0,0,3,0,2,5,3,2,1,1,0,0,2,3,2,0,1,2,0,0,2,4,3,2,3,1,0,0,0,2,2,2,1,1,0,0,0,0,2,2,2,3,1,1,0,1,0,0,0,1,5,5,1,0,5,3,3,3,1,0,0,1,3,5,5,5,2,2,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,0,0,3,1,2,2,3,
cycle145,2,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,2,3,3,1,3,1,2,0,0,0,0,1,1,4,4,1,1,4,0,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,2,2,0,0,3,2,2,2,0,0,5,2,2,2,2,0,0,1,2,1,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,1,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,0,1,3,3,4,3,1,0,3,3,4,2,1,0,7,2,2,1,0,2,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,1,0,1,4,3,1,0,0,0,1,2,2,0,0,0,0,3,3,2,0,2,2,3,0,1,0,2,1,0,0,1,0,0,0,5,3,3,0,5,1,0,0,0,0,0,0,2,4,2,0,0,0,1,3,0,2,5,3,3,1,1,0,0,2,3,2,0,1,2,0,0,2,4,3,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,1,1,0,1,0,0,0,1,5,5,1,0,5,3,3,3,1,0,0,1,3,5,5,5,2,2,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,0,0,3,1,3,2,3,
cycle150,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,2,3,3,1,3,1,2,0,0,0,0,1,1,4,4,1,1,4,0,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,3,2,0,0,3,2,2,2,0,0,5,2,2,2,2,0,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,1,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,0,1,3,3,4,3,1,0,3,3,4,3,1,0,8,3,2,1,1,2,0,0,0,0,0,1,1,1,2,1,2,3,0,0,0,0,1,0,1,4,3,2,0,0,1,1,2,2,0,0,0,0,3,3,2,0,3,2,3,0,1,0,2,1,0,0,1,0,0,0,5,3,4,0,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,0,2,5,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,3,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,1,1,0,1,0,0,0,1,5,5,1,0,5,3,3,3,1,0,0,1,4,5,5,5,2,2,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,0,0,3,1,3,2,3,
cycle155,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,2,3,3,1,3,1,2,0,0,0,0,1,1,4,4,1,1,4,0,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,3,2,0,0,3,2,2,2,0,0,5,2,2,2,2,0,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,1,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,1,1,5,3,4,3,1,0,3,3,4,3,1,0,8,3,2,1,1,2,0,0,0,0,0,1,1,1,2,1,2,3,0,0,0,0,1,0,1,4,3,2,0,0,1,1,2,2,0,0,0,0,3,3,2,0,3,2,3,0,1,0,2,1,0,0,1,0,0,0,5,3,4,0,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,0,2,5,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,4,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,1,1,0,1,0,0,0,1,5,5,1,0,5,3,3,3,1,0,0,1,4,5,5,5,2,2,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,1,1,0,0,3,1,3,4,3,
cycle160,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,2,3,3,1,3,1,2,0,0,0,0,1,1,4,4,1,1,4,0,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,3,2,0,0,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,1,1,5,4,4,3,1,0,3,4,5,3,1,0,8,3,3,1,1,3,0,0,0,0,0,1,1,1,2,1,2,3,0,0,0,0,1,0,1,4,3,2,0,0,1,1,2,2,0,0,0,0,3,4,2,0,3,2,3,0,2,0,2,1,0,0,1,0,0,0,5,4,4,0,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,4,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,5,5,5,2,3,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle165,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,3,3,1,3,1,2,0,0,0,0,2,3,4,4,1,1,4,1,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,1,0,1,1,3,2,3,2,0,0,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,0,0,2,3,1,2,2,2,1,0,0,0,0,1,1,5,4,4,3,1,0,3,4,5,3,1,0,8,3,3,1,1,3,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,1,0,1,4,3,2,0,0,1,1,2,2,0,0,0,0,3,4,2,0,3,2,3,0,2,0,2,1,0,0,1,0,0,0,5,4,4,0,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,4,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,5,5,5,2,3,2,2,4,1,0,0,0,1,2,3,1,0,0,2,2,1,3,2,0,1,4,7,2,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle170,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,5,4,1,2,4,2,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,2,0,1,1,3,2,3,2,0,1,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,1,2,1,0,2,2,2,1,2,4,1,2,3,0,1,0,2,3,1,2,2,2,1,0,0,0,0,1,1,5,4,4,3,1,0,3,4,5,4,1,0,8,3,3,1,1,3,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,2,3,0,2,0,2,1,0,0,1,0,0,0,6,4,4,0,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,4,2,3,1,0,0,0,2,2,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,5,5,5,2,3,2,2,4,1,0,0,0,1,2,3,1,0,1,2,2,1,4,2,0,2,4,7,2,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle175,2,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,5,4,1,2,4,2,2,3,0,1,4,6,2,1,0,3,1,0,0,2,2,0,0,1,2,0,4,3,2,0,1,1,3,2,4,2,0,1,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,1,2,1,0,2,2,2,1,3,4,1,2,3,0,1,0,2,3,1,2,2,2,1,0,0,0,0,1,1,5,4,4,3,1,0,3,4,5,4,1,0,8,3,3,1,1,3,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,2,3,0,2,0,2,1,0,0,1,0,0,0,6,4,4,1,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,3,2,0,1,2,0,1,2,4,4,2,3,1,0,0,0,2,3,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,5,5,5,2,3,2,2,4,1,0,0,0,1,2,3,1,0,1,2,2,1,4,2,0,2,4,7,3,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle180,2,1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,5,4,1,2,4,2,2,4,0,1,4,6,2,1,0,3,1,0,0,2,2,0,1,1,2,0,4,4,2,0,1,2,3,2,4,2,0,1,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,2,2,1,0,2,2,2,1,3,5,1,2,3,0,1,0,2,4,1,2,2,2,1,0,0,0,0,1,2,5,4,5,3,1,0,3,4,5,4,1,0,8,3,3,1,1,4,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,2,3,1,3,0,2,1,0,0,1,0,0,0,6,5,5,2,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,4,2,0,1,2,0,1,2,5,4,2,3,1,0,0,1,2,3,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,6,5,5,2,3,2,2,4,1,1,0,0,1,2,3,1,0,1,2,4,1,4,2,0,3,4,7,3,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle185,2,1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,6,4,1,2,4,2,2,4,0,1,6,6,2,1,0,3,1,0,0,2,2,0,1,1,2,0,4,4,2,0,1,2,3,2,4,2,0,1,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,0,0,2,0,2,1,2,2,0,1,2,2,1,0,2,2,2,1,3,5,1,2,3,0,1,0,2,4,1,2,2,2,1,0,0,0,0,1,2,5,4,5,3,1,0,3,4,5,5,1,0,8,3,3,1,1,4,0,0,0,0,1,1,1,1,2,1,2,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,2,3,1,3,0,2,1,0,0,1,0,0,0,6,5,5,2,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,4,2,0,1,2,0,1,3,5,4,2,3,1,0,0,1,2,3,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,5,5,2,0,5,3,3,3,1,0,0,1,4,6,5,5,2,3,2,2,4,1,1,0,0,1,2,3,1,0,1,2,4,1,4,2,0,3,4,7,3,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle190,2,1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,6,4,1,2,4,2,2,4,0,1,6,6,3,1,0,4,1,0,0,2,2,0,1,1,2,0,4,4,2,0,1,2,3,2,4,2,1,1,3,2,2,2,0,0,5,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,1,0,2,0,2,1,2,2,0,1,2,2,1,3,2,2,2,1,3,5,2,2,3,0,1,0,2,4,1,2,2,2,1,0,0,0,0,1,2,5,4,5,3,1,0,3,4,5,5,1,0,8,3,3,1,2,4,0,0,0,0,1,1,1,1,2,1,3,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,3,3,1,3,0,2,1,0,0,1,0,1,0,6,5,5,2,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,4,2,0,2,2,0,1,3,6,4,2,3,1,0,0,1,2,3,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,6,5,2,0,5,3,3,3,1,0,0,1,4,6,5,5,3,3,2,2,4,1,1,0,0,1,2,3,2,0,1,2,4,1,4,2,0,3,4,7,3,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
cycle195,2,1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,0,3,4,3,1,3,1,2,1,0,0,0,2,3,6,4,1,2,4,2,2,4,0,1,6,6,4,1,0,4,1,0,0,2,2,0,1,1,2,0,4,4,2,0,1,2,3,2,4,2,1,1,3,3,2,2,0,0,6,3,3,2,2,1,0,1,2,2,1,0,0,1,1,1,1,0,0,1,0,2,0,2,1,2,2,0,1,2,2,1,3,2,2,2,1,3,5,2,2,3,0,1,0,2,4,1,2,2,2,1,0,0,0,0,1,2,5,4,5,4,1,0,3,4,5,5,1,0,8,3,3,1,2,4,0,0,0,0,1,1,1,1,2,1,3,3,0,0,0,0,1,0,2,4,3,2,0,0,1,1,2,2,0,0,1,0,3,5,2,0,3,3,3,1,3,0,2,1,0,0,1,0,1,0,6,5,5,2,5,1,0,0,0,0,0,0,2,4,3,0,0,0,1,3,1,4,6,3,3,1,1,0,0,2,4,2,0,2,2,0,3,3,6,4,2,3,1,0,0,1,2,3,3,1,1,0,0,0,0,2,2,2,3,2,1,0,1,0,0,0,1,6,5,2,0,5,3,3,3,1,0,0,1,4,6,5,5,3,3,2,2,4,1,1,0,0,1,2,3,2,0,1,2,4,1,4,2,0,3,4,7,3,2,0,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1,1,1,0,0,3,1,3,4,3,
